/"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Hunger","Saturation","Ore Dict keys"
"Bird's Foods","birdsfoods:beer",5472,0,"false","Beer",3,1.0,"foodBeer"
"Bird's Foods","birdsfoods:beet_juice",6025,0,"false","Beet Juice",2,0.5,"foodBeetjuice,listAlljuice"
"Bird's Foods","birdsfoods:beet_liquor",6012,0,"false","Beet Liquor",3,1.0,"foodLiquer,foodLiquor"
"Bird's Foods","birdsfoods:berry_hotcakes",5434,0,"false","Berry Hotcakes",7,0.8,""
"Bird's Foods","birdsfoods:berry_hotcakes_syrup",5646,0,"false","Berry Hotcakes with Syrup",9,1.1,""
"Bird's Foods","birdsfoods:berry_waffles",5602,0,"false","Berry Waffles",7,0.9,""
"Bird's Foods","birdsfoods:berry_waffles_syrup",5897,0,"false","Berry Waffles with Syrup",9,1.2,""
"Bird's Foods","birdsfoods:bottle_of_milk",5998,0,"false","Bottle of Milk",1,0.4,"listAllmilk"
"Bird's Foods","birdsfoods:breakfast_burrito",5735,0,"false","Breakfast Burrito",10,1.0,""
"Bird's Foods","birdsfoods:buckwheat_noodles",5831,0,"false","Buckwheat Noodles",5,0.6,"foodNoodles"
"Bird's Foods","birdsfoods:buffalo_chicken",5508,0,"false","Buffalo Chicken",4,0.8,"foodPizzameat"
"Bird's Foods","birdsfoods:buffalo_chicken_sandwich",5445,0,"false","Buffalo Chicken Sandwich",6,0.9,""
"Bird's Foods","birdsfoods:burger",6069,0,"false","Burger",4,0.8,"foodHalfmeat,foodPizzameat"
"Bird's Foods","birdsfoods:butter",5725,0,"false","Butter",1,0.2,"foodButter"
"Bird's Foods","birdsfoods:buttered_toast",5806,0,"false","Buttered Toast",3,0.8,""
"Bird's Foods","birdsfoods:cactus_juice",5587,0,"false","Cactus Juice",2,0.6,"foodCactusjuice,listAlljuice"
"Bird's Foods","birdsfoods:candied_beets",5765,0,"false","Candied Beets",4,0.8,""
"Bird's Foods","birdsfoods:cannibal_sandwich",5653,0,"false","Cannibal Sandwich",5,0.8,""
"Bird's Foods","birdsfoods:carrot_juice",5501,0,"false","Carrot Juice",3,0.8,"foodCarrotjuice,listAlljuice"
"Bird's Foods","birdsfoods:cheese",5528,0,"false","Cheese",2,0.4,"foodCheese"
"Bird's Foods","birdsfoods:cheese_fries",5682,0,"false","Cheese Fries",6,0.8,""
"Bird's Foods","birdsfoods:cheese_sandwich",5569,0,"false","Cheese Sandwich",5,0.6,""
"Bird's Foods","birdsfoods:cheeseburger",5658,0,"false","Cheeseburger",8,1.0,""
"Bird's Foods","birdsfoods:cheesesteak",5789,0,"false","Cheesesteak",8,1.0,""
"Bird's Foods","birdsfoods:cheesy_beef_taco",5576,0,"false","Cheesy Beef Taco",9,0.85,""
"Bird's Foods","birdsfoods:cheesy_beef_taco_with_cream",6081,0,"false","Cheesy Beef Taco with Cream",10,0.85,""
"Bird's Foods","birdsfoods:cheesy_beef_taco_with_greens",5645,0,"false","Cheesy Beef Taco with Greens",12,0.85,""
"Bird's Foods","birdsfoods:cheesy_buffalo_chicken_sandwich",5837,0,"false","Cheesy Buffalo Chicken Sandwich",8,1.0,""
"Bird's Foods","birdsfoods:cheesy_chicken_sandwich",5676,0,"false","Cheesy Chicken Sandwich",8,0.8,""
"Bird's Foods","birdsfoods:cheesy_chicken_taco",5449,0,"false","Cheesy Chicken Taco",8,0.9,""
"Bird's Foods","birdsfoods:cheesy_chicken_taco_with_cream",5786,0,"false","Cheesy Chicken Taco with Cream",9,0.9,""
"Bird's Foods","birdsfoods:cheesy_chicken_taco_with_greens",5491,0,"false","Cheesy Chicken Taco with Greens",11,0.9,""
"Bird's Foods","birdsfoods:cheesy_chip_sandwich",6068,0,"false","Cheesy Chip Sandwich",8,0.8,""
"Bird's Foods","birdsfoods:cheesy_fish_taco",6066,0,"false","Cheesy Fish Taco",9,0.85,""
"Bird's Foods","birdsfoods:cheesy_fish_taco_with_cream",6018,0,"false","Cheesy Fish Taco with Cream",10,0.85,""
"Bird's Foods","birdsfoods:cheesy_fish_taco_with_greens",5807,0,"false","Cheesy Fish Taco with Greens",11,0.85,""
"Bird's Foods","birdsfoods:cheesy_pork_taco",5500,0,"false","Cheesy Pork Taco",8,0.9,""
"Bird's Foods","birdsfoods:cheesy_pork_taco_with_cream",5457,0,"false","Cheesy Pork Taco with Cream",9,0.9,""
"Bird's Foods","birdsfoods:cheesy_pork_taco_with_greens",5493,0,"false","Cheesy Pork Taco with Greens",11,0.9,""
"Bird's Foods","birdsfoods:cheesy_veg_sandwich",5573,0,"false","Cheesy Veggie Sandwich",10,1.0,""
"Bird's Foods","birdsfoods:cheesy_veggie_taco",5816,0,"false","Cheesy Veggie Taco",9,0.85,""
"Bird's Foods","birdsfoods:cheesy_veggie_taco_with_cream",6072,0,"false","Cheesy Veggie Taco with Cream",10,0.85,""
"Bird's Foods","birdsfoods:cheesy_veggie_taco_with_greens",5717,0,"false","Cheesy Veggie Taco with Greens",11,0.85,""
"Bird's Foods","birdsfoods:chicken_alfredo",5545,0,"false","Chicken Alfredo",12,0.9,""
"Bird's Foods","birdsfoods:chicken_bbq_sandwich",5597,0,"false","Chicken BBQ Sandwich",5,1.0,""
"Bird's Foods","birdsfoods:chicken_fingers",5566,0,"false","Chicken Fingers",3,0.7,"foodHalfmeat,foodPizzameat"
"Bird's Foods","birdsfoods:chicken_noodle_soup",5999,0,"false","Chicken Noodle Soup",12,0.6,""
"Bird's Foods","birdsfoods:chicken_pot_pie",5694,0,"false","Chicken Pot Pie",14,0.8,""
"Bird's Foods","birdsfoods:chicken_salad",5989,0,"false","Chicken Salad Sandwich",9,0.8,""
"Bird's Foods","birdsfoods:chicken_sandwich",5560,0,"false","Chicken Sandwich",6,0.7,""
"Bird's Foods","birdsfoods:chicken_soba",5527,0,"false","Chicken Soba",8,0.8,""
"Bird's Foods","birdsfoods:chicken_taco",5523,0,"false","Chicken Taco",6,0.85,""
"Bird's Foods","birdsfoods:chicken_taco_supreme",5696,0,"false","Chicken Taco Supreme",14,1.0,""
"Bird's Foods","birdsfoods:chicken_taco_with_cream",5760,0,"false","Chicken Taco with Sour Cream",7,0.9,""
"Bird's Foods","birdsfoods:chicken_taco_with_cream_and_greens",5740,0,"false","Chicken Taco with Cream and Greens",10,0.8,""
"Bird's Foods","birdsfoods:chicken_taco_with_greens",5722,0,"false","Chicken Taco with Greens",9,0.9,""
"Bird's Foods","birdsfoods:chicken_tikka",5574,0,"false","Chicken Tikka Masala",11,0.9,""
"Bird's Foods","birdsfoods:chili",6044,0,"false","Chili",7,0.6,""
"Bird's Foods","birdsfoods:chili_cheese_fries",5971,0,"false","Chili Cheese Fries",12,0.8,""
"Bird's Foods","birdsfoods:chili_fries",5660,0,"false","Chili Fries",10,0.8,""
"Bird's Foods","birdsfoods:chip_sandwich",6056,0,"false","Chip Sandwich",6,0.8,""
"Bird's Foods","birdsfoods:choc_hotcakes",5769,0,"false","Chocolate Hotcakes",6,0.6,""
"Bird's Foods","birdsfoods:choc_hotcakes_syrup",5579,0,"false","Chocolate Hotcakes with Syrup",8,0.9,""
"Bird's Foods","birdsfoods:choc_waffles",5732,0,"false","Chocolate Waffles",6,0.7,""
"Bird's Foods","birdsfoods:choc_waffles_syrup",5822,0,"false","Chocolate Waffles with Syrup",8,1.0,""
"Bird's Foods","birdsfoods:chocolate_bar",5739,0,"false","Chocolate Bar",3,0.3,"foodChocolatebar"
"Bird's Foods","birdsfoods:chocolate_milk",5723,0,"false","Chocolate Milk",4,0.6,""
"Bird's Foods","birdsfoods:chopped_chicken",5553,0,"false","Chopped Chicken",3,0.6,"foodHalfmeat,foodPizzameat"
"Bird's Foods","birdsfoods:cincinnati_chili",5753,0,"false","Cincinnati Chili",13,1.0,""
"Bird's Foods","birdsfoods:cobb_salad",5695,0,"false","Cobb Salad",10,0.9,""
"Bird's Foods","birdsfoods:cold_chips",5520,0,"false","Cold Chips",1,0.2,""
"Bird's Foods","birdsfoods:cooked_carrot",6019,0,"false","Cooked Carrot",4,0.6,"listAllveggie"
"Bird's Foods","birdsfoods:cooked_egg",5704,0,"false","Cooked Egg",3,0.3,"foodBoiledegg,foodFriedegg,foodScrambledegg"
"Bird's Foods","birdsfoods:cookie_dough",6054,0,"false","Cookie Dough",3,0.1,""
"Bird's Foods","birdsfoods:cottage_pie",5636,0,"false","Cottage Pie",14,0.8,""
"Bird's Foods","birdsfoods:crisps",5541,0,"false","Crisps",3,0.7,"foodChips,foodCrisps"
"Bird's Foods","birdsfoods:curry_sauce",6046,0,"false","Curry Sauce",3,0.3,""
"Bird's Foods","birdsfoods:dagwood",6024,0,"false","Dagwood",20,1.0,""
"Bird's Foods","birdsfoods:dandelion_salad",5459,0,"false","Flower Salad",4,0.3,"cropLettuce,foodSalad,listAllgreenveggie"
"Bird's Foods","birdsfoods:egg_and_cheese_sandwich",5436,0,"false","Egg & Cheese Sandwich",8,0.7,""
"Bird's Foods","birdsfoods:egg_salad",5475,0,"false","Egg Salad Sandwich",7,0.8,""
"Bird's Foods","birdsfoods:egg_sandwich",5546,0,"false","Egg Sandwich",5,0.6,""
"Bird's Foods","birdsfoods:empty_sandwich",5533,0,"false","Empty Sandwich",2,0.6,""
"Bird's Foods","birdsfoods:empty_taco",5584,0,"false","Empty Taco",2,0.6,"foodTortilla"
"Bird's Foods","birdsfoods:fettucine_alfredo",5577,0,"false","Fettucine Alfredo",9,0.8,""
"Bird's Foods","birdsfoods:fish_and_chips",5778,0,"false","Fish & Chips",10,0.6,""
"Bird's Foods","birdsfoods:fish_curry",5486,0,"false","Fish Curry",11,0.9,""
"Bird's Foods","birdsfoods:fish_fillet",6076,0,"false","Fish Fillet",3,0.6,"foodHalfmeat,foodPizzameat"
"Bird's Foods","birdsfoods:fish_pie",5714,0,"false","Fish Pie",14,0.8,""
"Bird's Foods","birdsfoods:fish_quiche",6006,0,"false","Fish Quiche",11,1.0,""
"Bird's Foods","birdsfoods:fish_salad",5686,0,"false","Fish Salad Sandwich",9,0.8,""
"Bird's Foods","birdsfoods:fish_soba",5510,0,"false","Fish Soba",8,0.8,""
"Bird's Foods","birdsfoods:fish_sticks",5531,0,"false","Fish Sticks",3,0.4,""
"Bird's Foods","birdsfoods:fish_taco",5511,0,"false","Fish Taco",6,0.85,""
"Bird's Foods","birdsfoods:fish_taco_supreme",5997,0,"false","Fish Taco Supreme",14,1.0,""
"Bird's Foods","birdsfoods:fish_taco_with_cream",5679,0,"false","Fish Taco with Sour Cream",8,0.85,""
"Bird's Foods","birdsfoods:fish_taco_with_cream_and_greens",6562,0,"false","Fish Taco with Cream and Greens",11,0.85,""
"Bird's Foods","birdsfoods:fish_taco_with_greens",5785,0,"false","Fish Taco with Greens",10,0.85,""
"Bird's Foods","birdsfoods:fruit_salad",6009,0,"false","Fruit Salad",6,0.5,""
"Bird's Foods","birdsfoods:fugu",5428,0,"false","Fugu",1,2.0,""
"Bird's Foods","birdsfoods:gravy",6011,0,"false","Gravy",4,0.6,"foodGravy"
"Bird's Foods","birdsfoods:green_quiche",5777,0,"false","Green Quiche",12,1.0,""
"Bird's Foods","birdsfoods:grilled_cactus",5689,0,"false","Grilled Cactus",2,0.5,""
"Bird's Foods","birdsfoods:grilled_melon",5963,0,"false","Grilled Melon",4,0.4,""
"Bird's Foods","birdsfoods:grilled_pumpkin",5490,0,"false","Grilled Pumpkin",4,0.5,"listAllveggie"
"Bird's Foods","birdsfoods:ground_beef",5448,0,"false","Ground Beef",2,0.1,""
"Bird's Foods","birdsfoods:gyro",5830,0,"false","Gyro",10,0.9,""
"Bird's Foods","birdsfoods:ham_and_cheese_sandwich",6028,0,"false","Ham and Cheese Sandwich",9,0.9,""
"Bird's Foods","birdsfoods:ham_sandwich",5750,0,"false","Ham Sandwich",7,0.8,""
"Bird's Foods","birdsfoods:hamburger",6000,0,"false","Hamburger",6,0.8,""
"Bird's Foods","birdsfoods:herbal_tea",5537,0,"false","Herbal Tea",2,0.9,""
"Bird's Foods","birdsfoods:hot_chili",5755,0,"false","Five Alarm Chili",9,0.6,""
"Bird's Foods","birdsfoods:hot_chips",5770,0,"false","Hot Chips",4,0.7,"foodFries"
"Bird's Foods","birdsfoods:hot_chocolate",5460,0,"false","Hot Chocolate",4,0.8,""
"Bird's Foods","birdsfoods:hot_fudge",5609,0,"false","Hot Fudge",3,0.3,"foodChocolatesauce,foodHotfudge"
"Bird's Foods","birdsfoods:hotcakes",5462,0,"false","Hotcakes",5,0.6,""
"Bird's Foods","birdsfoods:hotcakes_with_syrup",6001,0,"false","Hotcakes with Syrup",7,0.9,""
"Bird's Foods","birdsfoods:ice_cream",5454,0,"false","Ice Cream",4,0.4,"foodIcecream"
"Bird's Foods","birdsfoods:ice_cream_bacone",6036,0,"false","Ice Cream Bacone",15,0.9,""
"Bird's Foods","birdsfoods:ice_cream_sundae",5467,0,"false","Ice Cream Sundae",6,0.9,""
"Bird's Foods","birdsfoods:iced_tea",6029,0,"false","Iced Tea",2,1.1,""
"Bird's Foods","birdsfoods:jam",6776,0,"false","Jam",3,0.4,"foodJam"
"Bird's Foods","birdsfoods:jammy_buttered_toast",5815,0,"false","Jammy Buttered Toast",8,0.8,""
"Bird's Foods","birdsfoods:jammy_toast",5518,0,"false","Jammy Toast",5,0.8,""
"Bird's Foods","birdsfoods:lamb_vindaloo",6033,0,"false","Lamb Vindaloo",11,0.9,""
"Bird's Foods","birdsfoods:mac_and_cheese",5433,0,"false","Mac and Cheese",12,0.9,""
"Bird's Foods","birdsfoods:mashed_potato",5776,0,"false","Mashed Potato",6,0.7,"foodMashedpotato"
"Bird's Foods","birdsfoods:mashed_potato_gravy",5826,0,"false","Mashed Potato with Gravy",10,0.8,""
"Bird's Foods","birdsfoods:meat_pizza",5481,0,"false","Meat Lover's Pizza",15,0.8,""
"Bird's Foods","birdsfoods:melon_juice",5598,0,"false","Melon Juice",2,0.6,"foodMelonjuice,listAlljuice"
"Bird's Foods","birdsfoods:melon_wine",6015,0,"false","Melon Wine",3,1.0,"foodWine"
"Bird's Foods","birdsfoods:milk_tea",6074,0,"false","Milk Tea",3,0.9,""
"Bird's Foods","birdsfoods:molasses",5429,0,"false","Molasses",2,0.2,"foodSyrup"
"Bird's Foods","birdsfoods:mushroom_alfredo",5424,0,"false","Mushroom Alfredo",11,0.9,""
"Bird's Foods","birdsfoods:mushroom_quiche",5779,0,"false","Mushroom Quiche",10,1.0,""
"Bird's Foods","birdsfoods:paneer_tikka",5463,0,"false","Paneer Tikka Masala",10,0.9,""
"Bird's Foods","birdsfoods:pasta",5746,0,"false","Pasta",6,0.7,"foodPasta"
"Bird's Foods","birdsfoods:pita",5432,0,"false","Pita",3,0.6,""
"Bird's Foods","birdsfoods:pizza",5557,0,"false","Pizza",9,0.8,""
"Bird's Foods","birdsfoods:pizza_supreme",6041,0,"false","Pizza Supreme",20,1.0,""
"Bird's Foods","birdsfoods:plum_pudding",5993,0,"false","Plum Pudding",10,1.2,""
"Bird's Foods","birdsfoods:pork_bbq_sandwich",5828,0,"false","Pork BBQ Sandwich",6,1.0,""
"Bird's Foods","birdsfoods:pork_curry",5673,0,"false","Pork Curry",12,0.9,""
"Bird's Foods","birdsfoods:pork_taco",5596,0,"false","Pork Taco",7,0.8,""
"Bird's Foods","birdsfoods:pork_taco_supreme",5783,0,"false","Pork Taco Supreme",14,1.0,""
"Bird's Foods","birdsfoods:pork_taco_with_cream",5485,0,"false","Pork Taco with Sour Cream",7,0.9,""
"Bird's Foods","birdsfoods:pork_taco_with_cream_and_greens",5655,0,"false","Pork Taco with Cream and Greens",10,0.8,""
"Bird's Foods","birdsfoods:pork_taco_with_greens",5590,0,"false","Pork Taco with Greens",9,0.9,""
"Bird's Foods","birdsfoods:potato_salad",5763,0,"false","Potato Salad",6,0.8,""
"Bird's Foods","birdsfoods:potato_soup",6073,0,"false","Potato Soup",9,0.6,""
"Bird's Foods","birdsfoods:poutine",5443,0,"false","Poutine",10,0.9,""
"Bird's Foods","birdsfoods:pumpkin_bread",5728,0,"false","Pumpkin Bread",5,0.8,""
"Bird's Foods","birdsfoods:pumpkin_curry",5482,0,"false","Pumpkin Curry",8,0.9,""
"Bird's Foods","birdsfoods:pumpkin_soup",5542,0,"false","Pumpkin Soup",9,0.6,""
"Bird's Foods","birdsfoods:pumpkin_spice_latte",5484,0,"false","Pumpkin Spice Latte",5,0.8,""
"Bird's Foods","birdsfoods:quiche",5488,0,"false","Quiche",8,1.0,""
"Bird's Foods","birdsfoods:rabbit_pie",5619,0,"false","Rabbit Pie",14,0.8,""
"Bird's Foods","birdsfoods:raw_bacon",5922,0,"false","Raw Bacon",2,0.2,""
"Bird's Foods","birdsfoods:raw_barbecue_chicken",5458,0,"false","Raw Barbecued Chicken",2,0.1,""
"Bird's Foods","birdsfoods:raw_barbecue_pork",5534,0,"false","Raw Barbecued Pork",2,0.2,""
"Bird's Foods","birdsfoods:raw_crisps",5752,0,"false","Raw Crisps",1,0.2,""
"Bird's Foods","birdsfoods:raw_fingers",5522,0,"false","Raw Fingers",2,0.1,""
"Bird's Foods","birdsfoods:raw_fish_sticks",5519,0,"false","Raw Fish Sticks",1,0.1,""
"Bird's Foods","birdsfoods:real_cannibal_sandwich",5629,0,"false","Real Cannibal Sandwich",4,0.4,""
"Bird's Foods","birdsfoods:roast_beets",5751,0,"false","Roast Beets",2,0.8,"listAllveggie"
"Bird's Foods","birdsfoods:roasted_pumpkin_seeds",5505,0,"false","Roasted Pumpkin Seeds",2,0.2,"listAllseed"
"Bird's Foods","birdsfoods:rum",6064,0,"false","Rum",3,1.0,"foodRum"
"Bird's Foods","birdsfoods:sashimi",5487,0,"false","Sashimi",1,1.0,"foodSashimi"
"Bird's Foods","birdsfoods:scumble",5782,0,"false","Scumble",4,2.0,""
"Bird's Foods","birdsfoods:seafood_alfredo",5705,0,"false","Seafood Alfredo",14,0.9,""
"Bird's Foods","birdsfoods:shepherds_pie",5496,0,"false","Shepherd's Pie",14,0.8,""
"Bird's Foods","birdsfoods:shortbread_cookie",5447,0,"false","Shortbread Cookie",1,0.1,"foodCookie"
"Bird's Foods","birdsfoods:sliced_beets",5678,0,"false","Sliced Beets",1,0.2,"listAllveggie"
"Bird's Foods","birdsfoods:sliced_cactus",5635,0,"false","Sliced Cactus",2,0.3,""
"Bird's Foods","birdsfoods:sliced_ham",5425,0,"false","Sliced Ham",4,0.8,"foodHalfmeat,foodPizzameat"
"Bird's Foods","birdsfoods:sliced_lamb",5476,0,"false","Sliced Lamb",3,0.8,"foodHalfmeat,foodPizzameat"
"Bird's Foods","birdsfoods:sliced_steak",5601,0,"false","Sliced Steak",4,0.8,"foodHalfmeat,foodPizzameat"
"Bird's Foods","birdsfoods:smothered_potato",5675,0,"false","Smothered Potato",12,1.0,""
"Bird's Foods","birdsfoods:spiced_beef",5680,0,"false","Spiced Raw Beef",3,0.1,""
"Bird's Foods","birdsfoods:spiced_chicken",5654,0,"false","Spiced Raw Chicken",3,0.1,""
"Bird's Foods","birdsfoods:spiced_fish",6004,0,"false","Spiced Raw Fish",2,0.1,""
"Bird's Foods","birdsfoods:spiced_pork",7394,0,"false","Spiced Raw Pork",3,0.2,""
"Bird's Foods","birdsfoods:spiced_veggies",5611,0,"false","Spiced Raw Veggies",4,0.9,""
"Bird's Foods","birdsfoods:spring_salad",5688,0,"false","Spring Salad",8,0.6,""
"Bird's Foods","birdsfoods:squid_ink_pasta",5743,0,"false","Squid Ink Pasta",10,0.9,""
"Bird's Foods","birdsfoods:steak_sandwich",6367,0,"false","Steak Sandwich",6,1.0,""
"Bird's Foods","birdsfoods:stuffed_potato",5599,0,"false","Stuffed Potato",12,1.0,""
"Bird's Foods","birdsfoods:sunflower_seeds",6131,0,"false","Sunflower Seeds",2,0.2,"cropSunflower,listAllseed"
"Bird's Foods","birdsfoods:sweet_iced_tea",5452,0,"false","Sweet Iced Tea",3,1.1,""
"Bird's Foods","birdsfoods:sweet_milk_tea",5507,0,"false","Sweet Milk Tea",4,1.0,""
"Bird's Foods","birdsfoods:sweet_tea",5478,0,"false","Sweet Tea",3,0.9,""
"Bird's Foods","birdsfoods:t_bacon_and_cheese_sandwich",5473,0,"false","Toast Bacon and Cheese Sandwich",10,0.8,""
"Bird's Foods","birdsfoods:t_bacon_and_egg_sandwich",5757,0,"false","Toasted Bacon and Egg Sandwich",10,1.0,""
"Bird's Foods","birdsfoods:t_bacon_cheeseburger",5499,0,"false","Toasted Bacon Cheeseburger",14,1.2,""
"Bird's Foods","birdsfoods:t_bacon_egg_and_cheese_sandwich",5442,0,"false","Toasted Bacon Egg and Cheese Sandwich",12,1.0,""
"Bird's Foods","birdsfoods:t_bacon_hamburger",5567,0,"false","Toasted Bacon Hamburger",12,1.0,""
"Bird's Foods","birdsfoods:t_bacon_sandwich",5801,0,"false","Toasted Bacon Sandwich",8,0.8,""
"Bird's Foods","birdsfoods:t_buffalo_chicken_sandwich",5748,0,"false","Toasted Buffalo Chicken Sandwich",8,0.9,""
